lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.0738642,-75.3167972,MOOREHEAD AVE & FRONT ST; WEST CONSHOHOCKEN; 2015-12-10 @ 18:20:28;,19428,Traffic: DISABLED VEHICLE -,12/10/2015 18:20,WEST CONSHOHOCKEN,MOOREHEAD AVE & FRONT ST,1
40.1617316,-75.1510554,DRESHER RD & WELSH RD; HORSHAM; 2015-12-10 @ 18:23:11;,19044,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:23,HORSHAM,DRESHER RD & WELSH RD,1
40.0667184,-75.307176,CONSHOHOCKEN STATE RD;  WEST CONSHOHOCKEN; Station 313A; 2015-12-10 @ 18:29:54;,,EMS: VEHICLE ACCIDENT,12/10/2015 18:29,WEST CONSHOHOCKEN,CONSHOHOCKEN STATE RD,1
40.0655304,-75.3078284,CONSHOHOCKEN STATE RD & MERION HILL LN; WEST CONSHOHOCKEN; 2015-12-10 @ 18:30:41;,19428,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:30,WEST CONSHOHOCKEN,CONSHOHOCKEN STATE RD & MERION HILL LN,1
40.1042063,-75.3676652,HAMPTON RD & BELMONT RD; UPPER MERION; 2015-12-10 @ 18:32:25-Station:STA49;,19406,Fire: GAS-ODOR/LEAK,12/10/2015 18:32,UPPER MERION,HAMPTON RD & BELMONT RD,1
40.1227798,-75.2672413,SPARANGO LN & MELISSA WAY;  PLYMOUTH; Station 308; 2015-12-10 @ 18:38:18;,19462,EMS: UNRESPONSIVE SUBJECT,12/10/2015 18:38,PLYMOUTH,SPARANGO LN & MELISSA WAY,1
40.091055,-75.3843648,ALLENDALE RD & WILLS BLVD; UPPER MERION; 2015-12-10 @ 18:37:00;,19406,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:37,UPPER MERION,ALLENDALE RD & WILLS BLVD,1
40.0249667,-75.2829046,ROSEMONT AVE & DEAD END;  LOWER MERION; Station 313; 2015-12-10 @ 18:43:07;,,EMS: CARDIAC EMERGENCY,12/10/2015 18:43,LOWER MERION,ROSEMONT AVE & DEAD END,1
40.1257391,-75.339822,W WOOD ST & MARKLEY ST; NORRISTOWN; 2015-12-10 @ 18:47:18;,19401,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:47,NORRISTOWN,W WOOD ST & MARKLEY ST,1
40.2249227,-75.5280446,LINFIELD TRAPPE RD;  LIMERICK; Station 324A; 2015-12-10 @ 18:50:37;,19468,EMS: VEHICLE ACCIDENT,12/10/2015 18:50,LIMERICK,LINFIELD TRAPPE RD,1
40.2249227,-75.5280446,LINFIELD TRAPPE RD; LIMERICK; 2015-12-10 @ 18:50:23-Station:STA51;,19468,Fire: VEHICLE ACCIDENT,12/10/2015 18:50,LIMERICK,LINFIELD TRAPPE RD,1
40.2249227,-75.5280446,AUTO PARK BLVD & LINFIELD TRAPPE RD; LIMERICK; 2015-12-10 @ 18:51:34;,19468,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:51,LIMERICK,AUTO PARK BLVD & LINFIELD TRAPPE RD,1
40.2309343,-75.5221245,LINFIELD TRAPPE RD & RAMP N LEWIS RD TO RT422 EB; LIMERICK; 2015-12-10 @ 18:51:01;,19468,Traffic: VEHICLE ACCIDENT -,12/10/2015 18:51,LIMERICK,LINFIELD TRAPPE RD & RAMP N LEWIS RD TO RT422 EB,1
40.251523,-75.329557,DOCK DR & DEAD END;  TOWAMENCIN; Station 345B; 2015-12-10 @ 18:59:50;,,EMS: ALTERED MENTAL STATUS,12/10/2015 18:59,TOWAMENCIN,DOCK DR & DEAD END,1
40.1653934,-75.2829046,HARROW LN & DEAD END; WHITPAIN; 2015-12-10 @ 18:56:51-Station:STA33;,,Fire: FIRE ALARM,12/10/2015 18:56,WHITPAIN,HARROW LN & DEAD END,1
40.2313745,-75.2797803,CHURCH RD & E HANCOCK ST; LANSDALE; 2015-12-10 @ 19:06:07;,19446,Traffic: VEHICLE ACCIDENT -,12/10/2015 19:06,LANSDALE,CHURCH RD & E HANCOCK ST,1
40.3209665,-75.6113493,WILSON AVE & E PHILADELPHIA AVE;  DOUGLASS; Station 332; 2015-12-10 @ 19:07:27;,19525,EMS: CVA/STROKE,12/10/2015 19:07,DOUGLASS,WILSON AVE & E PHILADELPHIA AVE,1
40.0512834,-75.2968515,LAFAYETTE RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2015-12-10 @ 19:09:42-Station:STA24;,19010,Fire: FIRE ALARM,12/10/2015 19:09,LOWER MERION,LAFAYETTE RD & CONSHOHOCKEN STATE RD,1
40.2432612,-75.2960797,W MT VERNON ST & S MITCHELL AVE; LANSDALE; 2015-12-10 @ 19:08:43;,19446,Traffic: ROAD OBSTRUCTION -,12/10/2015 19:08,LANSDALE,W MT VERNON ST & S MITCHELL AVE,1
40.1568468,-75.1019942,YORK RD & RR CROSSING;  UPPER MORELAND; Station 381; 2015-12-10 @ 19:18:31;,,EMS: UNKNOWN MEDICAL EMERGENCY,12/10/2015 19:18,UPPER MORELAND,YORK RD & RR CROSSING,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-10 @ 19:12:13;,19403,EMS: CVA/STROKE,12/10/2015 19:12,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.089973,-75.1410849,FERNBROOK AVE & MAPLE AVE;  CHELTENHAM; Station 358A; 2015-12-10 @ 19:15:10;,19095,EMS: SUBJECT IN PAIN,12/10/2015 19:15,CHELTENHAM,FERNBROOK AVE & MAPLE AVE,1
40.2470021,-75.6525972,KING ST & N YORK ST;  POTTSTOWN; Station 329; 2015-12-10 @ 19:17:13;,19464,EMS: SUBJECT IN PAIN,12/10/2015 19:17,POTTSTOWN,KING ST & N YORK ST,1
40.0818005,-75.2531616,RIDGE PIKE & CHURCH RD; WHITEMARSH; 2015-12-10 @ 19:19:19;,19444,Traffic: DISABLED VEHICLE -,12/10/2015 19:19,WHITEMARSH,RIDGE PIKE & CHURCH RD,1
40.0203725,-75.3092584,W MONTGOMERY AVE & PENNSWOOD RD; LOWER MERION; 2015-12-10 @ 19:25:22;,19041,Traffic: DISABLED VEHICLE -,12/10/2015 19:25,LOWER MERION,W MONTGOMERY AVE & PENNSWOOD RD,1
40.2306331,-75.2785377,CEDAR ST & E HANCOCK ST; LANSDALE; 2015-12-10 @ 19:06:07;,19446,Traffic: VEHICLE ACCIDENT -,12/10/2015 19:06,LANSDALE,CEDAR ST & E HANCOCK ST,1
40.1173446,-75.2111725,FAIRFIELD DR & FARMAR LN;  WHITEMARSH; Station 318; 2015-12-10 @ 19:23:08;,19031,EMS: HEMORRHAGING,12/10/2015 19:23,WHITEMARSH,FAIRFIELD DR & FARMAR LN,1
40.2679249,-75.3143823,CLEMENS RD & FORTY FOOT RD;  HATFIELD TOWNSHIP; Station 345; 2015-12-10 @ 19:25:07;,19440,EMS: UNKNOWN MEDICAL EMERGENCY,12/10/2015 19:25,HATFIELD TOWNSHIP,CLEMENS RD & FORTY FOOT RD,1
40.2456734,-75.2796667,BROAD ST & E 6TH ST;  LANSDALE; Station 345; 2015-12-10 @ 19:22:25;,19446,EMS: FALL VICTIM,12/10/2015 19:22,LANSDALE,BROAD ST & E 6TH ST,1
40.1199455,-75.3383214,DEKALB ST & E ELM ST;  NORRISTOWN; Station 308A; 2015-12-10 @ 19:21:47;,19401,EMS: RESPIRATORY EMERGENCY,12/10/2015 19:21,NORRISTOWN,DEKALB ST & E ELM ST,1
40.105308,-75.341987,4TH ST & DEPOT ST;  BRIDGEPORT; Station 317; 2015-12-10 @ 19:35:47;,19405,EMS: ASSAULT VICTIM,12/10/2015 19:35,BRIDGEPORT,4TH ST & DEPOT ST,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-10 @ 19:38:31;,19438,EMS: FALL VICTIM,12/10/2015 19:38,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.245731,-75.3416869,TOWAMENCIN AVE & SUMNEYTOWN PIKE;  TOWAMENCIN; Station 345B; 2015-12-10 @ 19:43:24;,19438,EMS: RESPIRATORY EMERGENCY,12/10/2015 19:43,TOWAMENCIN,TOWAMENCIN AVE & SUMNEYTOWN PIKE,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-10 @ 19:49:37;,19403,EMS: SUBJECT IN PAIN,12/10/2015 19:49,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1546593,-75.2215435,BUTLER AVE & N RIDGE AVE;  AMBLER; Station 351; 2015-12-10 @ 19:54:45;,19002,EMS: SEIZURES,12/10/2015 19:54,AMBLER,BUTLER AVE & N RIDGE AVE,1
40.0249667,-75.2829046,AVIGNON DR & DEAD END; LOWER MERION; 2015-12-10 @ 20:01:29-Station:STA24;,,Fire: GAS-ODOR/LEAK,12/10/2015 20:01,LOWER MERION,AVIGNON DR & DEAD END,1
39.9867698,-75.2754335,LLOYD LN & DRAYTON LN;  LOWER MERION; Station 313; 2015-12-10 @ 20:05:27;,19096,EMS: DIABETIC EMERGENCY,12/10/2015 20:05,LOWER MERION,LLOYD LN & DRAYTON LN,1
40.2537881,-75.2164375,DELMAR CT & CLAREMONT DR;  MONTGOMERY; Station 345A; 2015-12-10 @ 20:10:27;,19454,EMS: SUBJECT IN PAIN,12/10/2015 20:10,MONTGOMERY,DELMAR CT & CLAREMONT DR,1
40.2450058,-75.5930476,HIGH ST & BROWN ST;  LOWER POTTSGROVE; Station 329; 2015-12-10 @ 20:09:47;,19464,EMS: UNKNOWN MEDICAL EMERGENCY,12/10/2015 20:09,LOWER POTTSGROVE,HIGH ST & BROWN ST,1
40.295271,-75.3284004,COWPATH RD & MEADOW WOOD LN;  FRANCONIA; Station 339; 2015-12-10 @ 20:06:36;,18964,EMS: HEAD INJURY,12/10/2015 20:06,FRANCONIA,COWPATH RD & MEADOW WOOD LN,1
40.2048367,-75.2228211,WELSH RD & LOWER STATE RD; HORSHAM; 2015-12-10 @ 20:07:25;,19002,Traffic: VEHICLE ACCIDENT -,12/10/2015 20:07,HORSHAM,WELSH RD & LOWER STATE RD,1
40.2442013,-75.582403,HIGH ST & S PARK RD; LOWER POTTSGROVE; 2015-12-10 @ 20:24:17;,19464,Traffic: DISABLED VEHICLE -,12/10/2015 20:24,LOWER POTTSGROVE,HIGH ST & S PARK RD,1
40.2315111,-75.6545599,HANOVER ST & E URNER ST;  CHESTER COUNTY; Station 3A84; 2015-12-10 @ 20:26:35;,19465,EMS: FALL VICTIM,12/10/2015 20:26,CHESTER COUNTY,HANOVER ST & E URNER ST,1
40.1142023,-75.3268041,NEW HOPE ST & CEDAR LN;  NORRISTOWN; Station 308A; 2015-12-10 @ 20:26:14;,19401,EMS: FALL VICTIM,12/10/2015 20:26,NORRISTOWN,NEW HOPE ST & CEDAR LN,1
40.0039548,-75.2207009,BELMONT AVE & E CITY AVE; LOWER MERION; 2015-12-10 @ 20:36:49;,19004,Traffic: VEHICLE ACCIDENT -,12/10/2015 20:36,LOWER MERION,BELMONT AVE & E CITY AVE,1
40.2906932,-75.5766612,SWAMP PIKE & ROMIG RD;  NEW HANOVER; Station 332; 2015-12-10 @ 20:45:14;,19525,EMS: SYNCOPAL EPISODE,12/10/2015 20:45,NEW HANOVER,SWAMP PIKE & ROMIG RD,1
40.0074347,-75.2489886,MEADOW LN & MONTGOMERY AVE; LOWER MERION; 2015-12-10 @ 20:43:44-Station:STA28;,19066,Fire: CARBON MONOXIDE DETECTOR,12/10/2015 20:43,LOWER MERION,MEADOW LN & MONTGOMERY AVE,1
40.2304548,-75.6339815,WORTH BLVD & TYSON ST;  CHESTER COUNTY; Station 3A84; 2015-12-10 @ 20:50:14;,19465,EMS: MEDICAL ALERT ALARM,12/10/2015 20:50,CHESTER COUNTY,WORTH BLVD & TYSON ST,1
40.0348666,-75.3276061,MONTGOMERY AVE & THORNBROOK AVE;  LOWER MERION; Station 313; 2015-12-10 @ 20:49:08;,19010,EMS: RESPIRATORY EMERGENCY,12/10/2015 20:49,LOWER MERION,MONTGOMERY AVE & THORNBROOK AVE,1
40.0167386,-75.2651596,PENN VALLEY RD & MANOR RD;  LOWER MERION; Station 313; 2015-12-10 @ 20:53:30;,19072,EMS: ABDOMINAL PAINS,12/10/2015 20:53,LOWER MERION,PENN VALLEY RD & MANOR RD,1
40.4142488,-75.5090155,BLOMMER DR & GRAVEL PIKE; UPPER HANOVER; 2015-12-10 @ 21:01:26-Station:STA38;,18041,Fire: FIRE ALARM,12/10/2015 21:01,UPPER HANOVER,BLOMMER DR & GRAVEL PIKE,1
40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2015-12-10 @ 21:10:36;,19038,EMS: RESPIRATORY EMERGENCY,12/10/2015 21:10,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,1
40.2372576,-75.2204062,HILLSIDE CT & NESHAMINY FALLS CIR;  MONTGOMERY; Station 345A; 2015-12-10 @ 21:12:35;,19454,EMS: UNRESPONSIVE SUBJECT,12/10/2015 21:12,MONTGOMERY,HILLSIDE CT & NESHAMINY FALLS CIR,1
40.2500156,-75.5921595,N PLEASANT VIEW RD & WELSH DR; LOWER POTTSGROVE; 2015-12-10 @ 21:19:21;,19464,Traffic: ROAD OBSTRUCTION -,12/10/2015 21:19,LOWER POTTSGROVE,N PLEASANT VIEW RD & WELSH DR,1
40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST; POTTSTOWN; 2015-12-10 @ 21:24:47-Station:STA69;,19464,Fire: PUMP DETAIL,12/10/2015 21:24,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST,1
40.230284,-75.3540007,BUSTARD RD & KRIEBEL RD; TOWAMENCIN; 2015-12-10 @ 21:31:19;,19438,Traffic: VEHICLE ACCIDENT -,12/10/2015 21:31,TOWAMENCIN,BUSTARD RD & KRIEBEL RD,1
40.085487,-75.0977084,FOX CHASE RD & LOS ANGELES AVE; ROCKLEDGE; 2015-12-10 @ 21:36:01-Station:STA9;,19046,Fire: FIRE INVESTIGATION,12/10/2015 21:36,ROCKLEDGE,FOX CHASE RD & LOS ANGELES AVE,1
40.2344178,-75.3513217,BUSTARD RD & OLD MORRIS RD; TOWAMENCIN; 2015-12-10 @ 21:31:19;,19438,Traffic: VEHICLE ACCIDENT -,12/10/2015 21:31,TOWAMENCIN,BUSTARD RD & OLD MORRIS RD,1
40.0830785,-75.1011171,SHELMIRE ST & CEDAR RD; ABINGTON; 2015-12-10 @ 21:47:14;,19027,Traffic: DISABLED VEHICLE -,12/10/2015 21:47,ABINGTON,SHELMIRE ST & CEDAR RD,1
40.2763043,-75.5650236,SWAMP PIKE & SANATOGA RD; NEW HANOVER; 2015-12-10 @ 21:56:14;,19525,Traffic: DISABLED VEHICLE -,12/10/2015 21:56,NEW HANOVER,SWAMP PIKE & SANATOGA RD,1
40.0953195,-75.1934818,CHELTENHAM AVE & DELPHINE RD; SPRINGFIELD; 2015-12-10 @ 21:58:11;,19038,Traffic: VEHICLE ACCIDENT -,12/10/2015 21:58,SPRINGFIELD,CHELTENHAM AVE & DELPHINE RD,1
40.1514759,-75.3966243,MARK LN & IVY CIR;  LOWER PROVIDENCE; Station 322; 2015-12-10 @ 22:03:14;,19403,EMS: CVA/STROKE,12/10/2015 22:03,LOWER PROVIDENCE,MARK LN & IVY CIR,1
40.127611,-75.3799147,HEMLOCK RD & SHIRLEY LN;  WEST NORRITON; Station 308B; 2015-12-10 @ 22:24:21;,19403,EMS: FALL VICTIM,12/10/2015 22:24,WEST NORRITON,HEMLOCK RD & SHIRLEY LN,1
40.284455,-75.574528,CEDAR LN & WILLOW LN;  NEW HANOVER; Station 332; 2015-12-10 @ 22:22:38;,19525,EMS: SEIZURES,12/10/2015 22:22,NEW HANOVER,CEDAR LN & WILLOW LN,1
40.1201276,-75.3501929,GEORGE ST & HAWS ALY;  NORRISTOWN; Station 308A; 2015-12-10 @ 22:29:17;,19401,EMS: CARDIAC EMERGENCY,12/10/2015 22:29,NORRISTOWN,GEORGE ST & HAWS ALY,1
40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2015-12-10 @ 22:27:24;,19090,EMS: OVERDOSE,12/10/2015 22:27,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD,1
40.1825726,-75.5406694,ADAMS ST & WALNUT ST; ROYERSFORD; 2015-12-10 @ 22:35:51-Station:STA98;,19468,Fire: FIRE ALARM,12/10/2015 22:35,ROYERSFORD,ADAMS ST & WALNUT ST,1
40.060048,-75.097217,ASHBOURNE RD & ROWLAND AVE; CHELTENHAM; 2015-12-10 @ 22:41:53;,19012,Traffic: VEHICLE ACCIDENT -,12/10/2015 22:41,CHELTENHAM,ASHBOURNE RD & ROWLAND AVE,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2015-12-10 @ 22:54:53;,19464,EMS: FALL VICTIM,12/10/2015 22:54,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.1388986,-75.1514572,BURN BRAE DR & DUNDEE DR; UPPER DUBLIN; 2015-12-10 @ 22:52:55-Station:STA88;,19025,Fire: GAS-ODOR/LEAK,12/10/2015 22:52,UPPER DUBLIN,BURN BRAE DR & DUNDEE DR,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-10 @ 22:55:35;,19403,EMS: ABDOMINAL PAINS,12/10/2015 22:55,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
39.9997391,-75.2557489,HEATH RD & ZOLLINGER WAY; LOWER MERION; 2015-12-10 @ 23:01:58-Station:STA26;,19066,Fire: FIRE ALARM,12/10/2015 23:01,LOWER MERION,HEATH RD & ZOLLINGER WAY,1
40.0177675,-75.2300543,BELMONT AVE & OVERHILL RD; LOWER MERION; 2015-12-10 @ 23:02:27;,19004,Traffic: DISABLED VEHICLE -,12/10/2015 23:02,LOWER MERION,BELMONT AVE & OVERHILL RD,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2015-12-10 @ 23:10:34;,19464,EMS: SUBJECT IN PAIN,12/10/2015 23:10,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2015-12-10 @ 23:06:39;,19038,EMS: RESPIRATORY EMERGENCY,12/10/2015 23:06,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,1
